ordernumber,orderdate,year,month,day,customername,customer_type,warehousecode,product_code,orderquantity,unitprice,revenue,costs,profit,client_group,product_type,is_holiday,week_num,year_month,year_week
SO - 0006509,2015-08-16,2015,8,16,Niconovum Corp,Export,GUT930,STK-109,6,432.62,2595.7200000000003,1338,1257.7200000000005,alpha,CY,0,33,2015-08,2015-33
SO - 0006510,2016-02-22,2016,2,22,S.S.S. Group,Wholesale,NXH382,STK-135,11,311.75,3429.25,2365,1064.25,alpha,CY,0,8,2016-02,2016-08
SO - 0006511,2016-01-15,2016,1,15,"3LAB, Ltd",Distributor,AXW291,STK-163,8,239.04,1912.32,1328,584.3199999999999,beta,CY,0,2,2016-01,2016-02
SO - 0006512,2015-03-27,2015,3,27,Medline ,Distributor,AXW291,STK-100,5,115.8,579.0,300,279.0,beta,CX,0,13,2015-03,2015-13
SO - 0006513,2015-09-17,2015,9,17,Victory Ltd,Distributor,GUT930,STK-104,10,389.36,3893.6,2480,1413.5999999999997,beta,CZ,0,38,2015-09,2015-38
SO - 0006514,2015-03-09,2015,3,9,"Apotheca, Ltd",Wholesale,AXW291,STK-120,10,444.44000000000005,4444.400000000001,2710,1734.4000000000003,beta,CX,0,11,2015-03,2015-11
SO - 0006515,2015-06-09,2015,6,9,Ei ,Wholesale,AXW291,STK-107,8,262.26,2098.08,1488,610.0799999999999,alpha,CZ,0,24,2015-06,2015-24
SO - 0006516,2015-12-24,2015,12,24,Llorens Ltd,Distributor,AXW291,STK-104,6,389.36,2336.16,1488,848.1599999999999,gamma,CZ,0,52,2015-12,2015-52
SO - 0006517,2015-07-23,2015,7,23,Nipro ,Wholesale,AXW291,STK-115,11,370.62,4076.82,1914,2162.82,beta,CY,0,30,2015-07,2015-30
SO - 0006518,2015-09-23,2015,9,23,S.S.S. Group,Wholesale,AXW291,STK-108,6,548.12,3288.7200000000003,1704,1584.7200000000005,alpha,BY,0,39,2015-09,2015-39
SO - 0006519,2015-06-09,2015,6,9,Ohio ,Wholesale,AXW291,STK-100,8,115.8,926.4,480,446.4000000000001,beta,CX,0,24,2015-06,2015-24
SO - 0006520,2015-12-02,2015,12,2,O.E. Ltd,Wholesale,GUT930,STK-137,11,307.98,3387.78,1947,1440.7800000000002,beta,CY,0,49,2015-12,2015-49
SO - 0006521,2016-04-15,2016,4,15,"3LAB, Ltd",Wholesale,AXW291,STK-141,11,301.49999999999994,3316.4999999999995,1650,1666.4999999999995,beta,CY,0,15,2016-04,2016-15
SO - 0006522,2015-03-19,2015,3,19,Ole Group,Wholesale,AXW291,STK-157,11,444.02,4884.219999999999,3278,1606.2199999999991,gamma,CZ,0,12,2015-03,2015-12
SO - 0006523,2015-04-11,2015,4,11,Sundial ,Export,AXW291,STK-144,11,127.92000000000002,1407.12,858,549.1200000000001,alpha,CY,0,15,2015-04,2015-15
SO - 0006524,2015-12-15,2015,12,15,O.E. Ltd,Wholesale,GUT930,STK-139,11,574.24,6316.64,3256,3060.6400000000003,beta,BY,0,51,2015-12,2015-51
SO - 0006525,2016-05-31,2016,5,31,S.S.S. Group,Wholesale,NXH382,STK-160,7,240.64,1684.48,896,788.48,alpha,CZ,0,22,2016-05,2016-22
SO - 0006526,2015-12-27,2015,12,27,U.S. Ltd,Wholesale,AXW291,STK-112,5,643.5,3217.5,1430,1787.5,beta,AX,0,52,2015-12,2015-52
SO - 0006527,2015-10-18,2015,10,18,E. Ltd,Export,AXW291,STK-121,6,346.48,2078.88,1464,614.8799999999997,beta,CY,0,42,2015-10,2015-42
SO - 0006528,2015-02-17,2015,2,17,Dharma Ltd,Export,FLR025,STK-147,6,414.15,2484.9,1506,978.8999999999996,alpha,CY,0,8,2015-02,2015-08
SO - 0006529,2015-07-21,2015,7,21,Ascend Ltd,Distributor,FLR025,STK-134,11,484.3,5327.299999999999,3190,2137.3,beta,BX,0,30,2015-07,2015-30
SO - 0006530,2015-08-03,2015,8,3,Dharma Ltd,Export,NXH382,STK-145,8,305.02,2440.16,1616,824.1599999999999,alpha,CZ,1,32,2015-08,2015-32
SO - 0006531,2015-12-13,2015,12,13,Capweld ,Wholesale,AXW291,STK-109,7,432.62,3028.34,1561,1467.34,beta,CY,0,50,2015-12,2015-50
SO - 0006532,2015-03-19,2015,3,19,Mylan Corp,Export,NXH382,STK-150,10,217.14,2171.4,1410,761.4000000000001,alpha,CX,0,12,2015-03,2015-12
SO - 0006533,2015-07-23,2015,7,23,Pure Group,Distributor,GUT930,STK-100,11,115.8,1273.8000000000002,660,613.8000000000002,beta,CX,0,30,2015-07,2015-30
SO - 0006534,2015-03-17,2015,3,17,Rochester Ltd,Distributor,AXW291,STK-129,9,284.59,2561.31,1719,842.31,beta,CY,1,12,2015-03,2015-12
SO - 0006535,2015-08-05,2015,8,5,Select ,Wholesale,NXH382,STK-110,10,538.48,5384.8,2540,2844.8,beta,BX,0,32,2015-08,2015-32
SO - 0006536,2015-03-21,2015,3,21,ETUDE Ltd,Wholesale,AXW291,STK-168,10,535.02,5350.2,2410,2940.2,beta,BZ,0,12,2015-03,2015-12
SO - 0006537,2016-02-09,2016,2,9,"PEDIFIX, Corp",Distributor,AXW291,STK-143,7,111.24,778.6800000000001,378,400.68000000000006,beta,CX,0,6,2016-02,2016-06
SO - 0006538,2015-03-01,2015,3,1,Nipro ,Wholesale,AXW291,STK-145,8,305.02,2440.16,1616,824.1599999999999,beta,CZ,0,9,2015-03,2015-09
SO - 0006539,2015-09-18,2015,9,18,"PEDIFIX, Corp",Wholesale,AXW291,STK-127,12,207.05,2484.6,1212,1272.6,beta,CY,0,38,2015-09,2015-38
SO - 0006540,2015-04-10,2015,4,10,Wuxi Group,Wholesale,AXW291,STK-139,10,574.24,5742.4,2960,2782.4,alpha,BY,0,15,2015-04,2015-15
SO - 0006541,2015-02-03,2015,2,3,Wuxi Group,Wholesale,GUT930,STK-104,8,389.36,3114.88,1984,1130.8799999999997,alpha,CZ,0,6,2015-02,2015-06
SO - 0006542,2015-03-19,2015,3,19,Select ,Wholesale,NXH382,STK-101,11,417.45,4591.95,2783,1808.95,beta,CX,0,12,2015-03,2015-12
SO - 0006543,2016-01-07,2016,1,7,Uriel Group,Distributor,GUT930,STK-133,8,271.56,2172.48,1488,684.48,beta,CY,0,1,2016-01,2016-01
SO - 0006544,2016-04-28,2016,4,28,New Ltd,Distributor,AXW291,STK-104,11,389.36,4282.959999999999,2728,1554.9599999999991,beta,CZ,0,17,2016-04,2016-17
SO - 0006545,2015-04-23,2015,4,23,Victory Ltd,Export,GUT930,STK-143,7,111.24,778.6800000000001,378,400.68000000000006,beta,CX,0,17,2015-04,2015-17
SO - 0006546,2015-03-21,2015,3,21,"PEDIFIX, Corp",Wholesale,NXH382,STK-130,9,423.7,3813.3,2007,1806.3,beta,CZ,0,12,2015-03,2015-12
SO - 0006547,2015-11-27,2015,11,27,Select ,Distributor,GUT930,STK-111,11,406.8,4474.8,2486,1988.8,beta,CZ,0,48,2015-11,2015-48
SO - 0006548,2015-10-30,2015,10,30,Medsep Group,Distributor,AXW291,STK-129,8,284.59,2276.72,1528,748.7199999999998,beta,CY,0,44,2015-10,2015-44
SO - 0006549,2015-03-18,2015,3,18,Ole Group,Wholesale,NXH382,STK-135,5,311.75,1558.75,1075,483.75,gamma,CY,0,12,2015-03,2015-12
SO - 0006550,2016-03-10,2016,3,10,Wuxi Group,Wholesale,FLR025,STK-108,5,548.12,2740.6,1420,1320.6,alpha,BY,0,10,2016-03,2016-10
SO - 0006551,2015-10-11,2015,10,11,"Elorac, Corp",Export,AXW291,STK-128,9,543.4,4890.599999999999,2340,2550.5999999999995,beta,BZ,0,41,2015-10,2015-41
SO - 0006552,2015-08-24,2015,8,24,"PEDIFIX, Corp",Wholesale,AXW291,STK-108,9,548.12,4933.08,2556,2377.08,beta,BY,0,35,2015-08,2015-35
SO - 0006553,2016-05-11,2016,5,11,Weimei Corp,Distributor,AXW291,STK-128,9,543.4,4890.599999999999,2340,2550.5999999999995,beta,BZ,0,19,2016-05,2016-19
SO - 0006554,2015-10-07,2015,10,7,Apollo Ltd,Wholesale,NXH382,STK-155,5,513.08,2565.4,1270,1295.4,gamma,CX,0,41,2015-10,2015-41
SO - 0006555,2015-10-05,2015,10,5,Pure Group,Distributor,GUT930,STK-137,11,307.98,3387.78,1947,1440.7800000000002,beta,CY,0,41,2015-10,2015-41
SO - 0006556,2015-06-24,2015,6,24,Qualitest ,Export,AXW291,STK-133,11,271.56,2987.16,2046,941.16,beta,CY,0,26,2015-06,2015-26
SO - 0006557,2016-05-24,2016,5,24,Pure Group,Distributor,AXW291,STK-121,8,346.48,2771.84,1952,819.8399999999997,beta,CY,0,21,2016-05,2016-21
SO - 0006558,2015-12-08,2015,12,8,U.S. Ltd,Distributor,FLR025,STK-120,5,444.44000000000005,2222.2000000000003,1355,867.2000000000003,beta,CX,0,50,2015-12,2015-50
SO - 0006559,2016-04-16,2016,4,16,Eminence Corp,Wholesale,AXW291,STK-147,8,414.15,3313.2,2008,1305.1999999999998,alpha,CY,0,15,2016-04,2016-15
SO - 0006560,2015-08-06,2015,8,6,Dharma Ltd,Wholesale,AXW291,STK-129,10,284.59,2845.9,1910,935.8999999999996,alpha,CY,0,32,2015-08,2015-32
SO - 0006561,2015-09-24,2015,9,24,Eminence Corp,Distributor,NXH382,STK-142,12,88.74,1064.88,696,368.8799999999999,alpha,CX,0,39,2015-09,2015-39
SO - 0006562,2016-04-13,2016,4,13,21st Ltd,Wholesale,AXW291,STK-115,6,370.62,2223.7200000000003,1044,1179.7200000000005,gamma,CY,0,15,2016-04,2016-15
SO - 0006563,2016-02-07,2016,2,7,Qualitest ,Wholesale,AXW291,STK-135,8,311.75,2494.0,1720,774.0,beta,CY,0,5,2016-02,2016-05
SO - 0006564,2015-06-12,2015,6,12,E. Ltd,Wholesale,NXH382,STK-117,7,301.44,2110.08,1099,1011.08,beta,CX,0,24,2015-06,2015-24
SO - 0006565,2015-09-23,2015,9,23,OUR Ltd,Distributor,AXW291,STK-131,5,580.35,2901.75,1325,1576.75,alpha,BY,0,39,2015-09,2015-39
SO - 0006566,2015-01-17,2015,1,17,O.E. Ltd,Wholesale,AXW291,STK-106,5,206.55,1032.75,675,357.75,beta,CY,0,3,2015-01,2015-03
SO - 0006567,2015-01-08,2015,1,8,Wuxi Group,Distributor,AXW291,STK-112,12,643.5,7722.0,3432,4290.0,alpha,AX,0,2,2015-01,2015-02
SO - 0006568,2015-08-24,2015,8,24,AuroMedics Corp,Wholesale,AXW291,STK-158,9,143.1,1287.9,810,477.8999999999999,gamma,CX,0,35,2015-08,2015-35
SO - 0006569,2015-10-01,2015,10,1,Llorens Ltd,Export,NXH382,STK-114,9,291.43,2622.87,1359,1263.87,gamma,CZ,0,40,2015-10,2015-40
SO - 0006570,2016-06-14,2016,6,14,AuroMedics Corp,Wholesale,AXW291,STK-130,11,423.7,4660.7,2453,2207.7,gamma,CZ,0,24,2016-06,2016-24
SO - 0006571,2015-08-28,2015,8,28,Weimei Corp,Distributor,NXH382,STK-133,11,271.56,2987.16,2046,941.16,beta,CY,0,35,2015-08,2015-35
SO - 0006572,2015-11-10,2015,11,10,New Ltd,Export,NXH382,STK-103,8,235.17,1881.36,936,945.36,beta,CY,0,46,2015-11,2015-46
SO - 0006573,2015-01-15,2015,1,15,ETUDE Ltd,Wholesale,AXW291,STK-129,7,284.59,1992.13,1337,655.1299999999999,beta,CY,0,3,2015-01,2015-03
SO - 0006574,2016-03-10,2016,3,10,Wuxi Group,Wholesale,AXW291,STK-134,7,484.3,3390.0999999999995,2030,1360.0999999999997,alpha,BX,0,10,2016-03,2016-10
SO - 0006575,2015-02-04,2015,2,4,Ohio ,Wholesale,AXW291,STK-127,8,207.05,1656.4,808,848.3999999999999,beta,CY,0,6,2015-02,2015-06
SO - 0006576,2016-01-12,2016,1,12,AuroMedics Corp,Wholesale,GUT930,STK-121,5,346.48,1732.4,1220,512.3999999999999,gamma,CY,0,2,2016-01,2016-02
SO - 0006577,2016-06-14,2016,6,14,Wuxi Group,Wholesale,FLR025,STK-159,9,603.2,5428.8,2610,2818.8,alpha,AZ,0,24,2016-06,2016-24
SO - 0006578,2015-06-05,2015,6,5,Burt's Corp,Wholesale,AXW291,STK-157,10,444.02,4440.2,2980,1460.1999999999998,beta,CZ,0,23,2015-06,2015-23
SO - 0006579,2016-03-22,2016,3,22,Procter Corp,Export,NXH382,STK-150,11,217.14,2388.54,1551,837.54,beta,CX,0,12,2016-03,2016-12
SO - 0006580,2015-01-08,2015,1,8,AuroMedics Corp,Distributor,AXW291,STK-138,8,257.28,2058.24,1072,986.2399999999998,gamma,CY,0,2,2015-01,2015-02
SO - 0006581,2015-09-21,2015,9,21,Ohio ,Wholesale,GUT930,STK-153,8,452.48,3619.84,1792,1827.84,beta,BX,0,39,2015-09,2015-39
SO - 0006582,2015-12-06,2015,12,6,Llorens Ltd,Export,GUT930,STK-131,12,580.35,6964.200000000001,3180,3784.2000000000007,gamma,BY,0,49,2015-12,2015-49
SO - 0006583,2015-09-10,2015,9,10,O.E. Ltd,Wholesale,FLR025,STK-102,9,354.32,3188.88,1854,1334.88,beta,CZ,0,37,2015-09,2015-37
SO - 0006584,2015-07-13,2015,7,13,21st Ltd,Distributor,FLR025,STK-123,11,233.84,2572.24,1628,944.2400000000002,gamma,CY,0,29,2015-07,2015-29
SO - 0006585,2016-04-27,2016,4,27,"3LAB, Ltd",Wholesale,NXH382,STK-137,12,307.98,3695.76,2124,1571.7600000000002,beta,CY,0,17,2016-04,2016-17
SO - 0006586,2015-07-14,2015,7,14,Dharma Ltd,Distributor,AXW291,STK-101,7,417.45,2922.15,1771,1151.15,alpha,CX,0,29,2015-07,2015-29
SO - 0006587,2016-01-05,2016,1,5,ETUDE Ltd,Distributor,AXW291,STK-162,12,187.18,2246.16,1176,1070.16,beta,CX,0,1,2016-01,2016-01
SO - 0006588,2016-01-27,2016,1,27,E. Ltd,Distributor,AXW291,STK-116,10,182.04,1820.4,820,1000.4,beta,CZ,0,4,2016-01,2016-04
SO - 0006589,2015-01-08,2015,1,8,ETUDE Ltd,Wholesale,AXW291,STK-135,8,311.75,2494.0,1720,774.0,beta,CY,0,2,2015-01,2015-02
SO - 0006590,2015-11-13,2015,11,13,New Ltd,Wholesale,AXW291,STK-126,5,407.62,2038.1,1145,893.0999999999999,beta,CX,0,46,2015-11,2015-46
SO - 0006591,2015-09-23,2015,9,23,Wuxi Group,Distributor,AXW291,STK-125,12,167.7,2012.4,1032,980.4,alpha,CZ,0,39,2015-09,2015-39
SO - 0006592,2015-03-01,2015,3,1,Bare ,Wholesale,NXH382,STK-134,5,484.3,2421.5,1450,971.5,beta,BX,0,9,2015-03,2015-09
SO - 0006593,2015-12-31,2015,12,31,Sundial ,Wholesale,NXH382,STK-168,6,535.02,3210.12,1446,1764.12,alpha,BZ,0,53,2015-12,2015-53
SO - 0006594,2015-08-07,2015,8,7,Medsep Group,Distributor,AXW291,STK-122,12,294.40000000000003,3532.8,2208,1324.8000000000002,beta,CY,0,32,2015-08,2015-32
SO - 0006595,2016-04-25,2016,4,25,WakeFern ,Wholesale,AXW291,STK-141,10,301.49999999999994,3014.9999999999995,1500,1514.9999999999995,alpha,CY,0,17,2016-04,2016-17
SO - 0006596,2015-11-18,2015,11,18,Ascend Ltd,Wholesale,AXW291,STK-163,6,239.04,1434.24,996,438.24,beta,CY,0,47,2015-11,2015-47
SO - 0006597,2015-09-01,2015,9,1,Nipro ,Export,NXH382,STK-147,5,414.15,2070.75,1255,815.75,beta,CY,0,36,2015-09,2015-36
SO - 0006598,2015-12-13,2015,12,13,O.E. Ltd,Wholesale,AXW291,STK-142,11,88.74,976.14,638,338.14,beta,CX,0,50,2015-12,2015-50
SO - 0006599,2016-02-01,2016,2,1,Avon Corp,Distributor,NXH382,STK-159,11,603.2,6635.200000000001,3190,3445.2000000000007,alpha,AZ,0,5,2016-02,2016-05
SO - 0006600,2015-12-23,2015,12,23,"Fenwal, Corp",Wholesale,AXW291,STK-168,10,535.02,5350.2,2410,2940.2,alpha,BZ,0,52,2015-12,2015-52
SO - 0006601,2016-01-17,2016,1,17,WakeFern ,Wholesale,GUT930,STK-113,8,323.4,2587.2,1320,1267.1999999999998,alpha,CZ,0,2,2016-01,2016-02
SO - 0006602,2016-02-22,2016,2,22,ETUDE Ltd,Wholesale,AXW291,STK-117,8,301.44,2411.52,1256,1155.52,beta,CX,0,8,2016-02,2016-08
SO - 0006603,2016-04-26,2016,4,26,Wuxi Group,Distributor,AXW291,STK-151,12,341.7,4100.4,2040,2060.4,alpha,CY,0,17,2016-04,2016-17
SO - 0006604,2016-02-24,2016,2,24,Capweld ,Wholesale,AXW291,STK-117,12,301.44,3617.28,1884,1733.2799999999995,beta,CX,0,8,2016-02,2016-08
SO - 0006605,2016-04-01,2016,4,1,Medline ,Distributor,FLR025,STK-160,6,240.64,1443.84,768,675.8399999999999,beta,CZ,0,13,2016-04,2016-13
SO - 0006606,2015-03-23,2015,3,23,Dharma Ltd,Wholesale,GUT930,STK-166,8,451.92,3615.36,2152,1463.36,alpha,CZ,0,13,2015-03,2015-13
SO - 0006607,2015-12-01,2015,12,1,Mylan Corp,Wholesale,FLR025,STK-140,10,282.48,2824.8,1320,1504.7999999999995,alpha,CY,0,49,2015-12,2015-49
SO - 0006608,2015-05-02,2015,5,2,Medline ,Distributor,GUT930,STK-102,7,354.32,2480.24,1442,1038.2399999999998,beta,CZ,0,18,2015-05,2015-18
SO - 0006609,2016-03-23,2016,3,23,WakeFern ,Distributor,FLR025,STK-163,7,239.04,1673.28,1162,511.28,alpha,CY,0,12,2016-03,2016-12
SO - 0006610,2015-09-02,2015,9,2,AuroMedics Corp,Wholesale,AXW291,STK-100,10,115.8,1158.0,600,558.0,gamma,CX,0,36,2015-09,2015-36
SO - 0006611,2015-04-28,2015,4,28,Medsep Group,Export,FLR025,STK-112,7,643.5,4504.5,2002,2502.5,beta,AX,0,18,2015-04,2015-18
SO - 0006612,2015-04-09,2015,4,9,Wuxi Group,Wholesale,AXW291,STK-114,5,291.43,1457.15,755,702.1500000000001,alpha,CZ,0,15,2015-04,2015-15
SO - 0006613,2016-05-26,2016,5,26,E. Ltd,Distributor,GUT930,STK-145,5,305.02,1525.1,1010,515.0999999999999,beta,CZ,0,21,2016-05,2016-21
SO - 0006614,2015-07-19,2015,7,19,Mylan Corp,Wholesale,FLR025,STK-112,6,643.5,3861.0,1716,2145.0,alpha,AX,0,29,2015-07,2015-29
SO - 0006615,2016-05-05,2016,5,5,Ohio ,Wholesale,NXH382,STK-152,5,359.54999999999995,1797.7499999999998,1275,522.7499999999998,beta,CY,0,18,2016-05,2016-18
SO - 0006616,2015-01-24,2015,1,24,Burt's Corp,Export,AXW291,STK-132,12,311.06,3732.72,1812,1920.7200000000005,beta,CY,0,4,2015-01,2015-04
SO - 0006617,2016-03-22,2016,3,22,Burt's Corp,Distributor,AXW291,STK-112,12,643.5,7722.0,3432,4290.0,beta,AX,0,12,2016-03,2016-12
SO - 0006618,2015-11-09,2015,11,9,Prasco Group,Wholesale,GUT930,STK-102,7,354.32,2480.24,1442,1038.2399999999998,alpha,CZ,0,46,2015-11,2015-46
SO - 0006619,2016-06-12,2016,6,12,Ei ,Distributor,AXW291,STK-110,7,538.48,3769.36,1778,1991.36,alpha,BX,0,23,2016-06,2016-23
SO - 0006620,2016-06-26,2016,6,26,Pure Group,Distributor,GUT930,STK-141,6,301.49999999999994,1808.9999999999995,900,908.9999999999995,beta,CY,0,25,2016-06,2016-25
SO - 0006621,2016-01-18,2016,1,18,Procter Corp,Wholesale,AXW291,STK-108,8,548.12,4384.96,2272,2112.96,beta,BY,0,3,2016-01,2016-03
SO - 0006622,2016-05-19,2016,5,19,Burt's Corp,Wholesale,AXW291,STK-133,6,271.56,1629.36,1116,513.3600000000001,beta,CY,0,20,2016-05,2016-20
SO - 0006623,2015-04-05,2015,4,5,Dharma Ltd,Wholesale,AXW291,STK-118,5,146.91,734.55,415,319.54999999999995,alpha,CY,0,14,2015-04,2015-14
SO - 0006624,2016-04-17,2016,4,17,Medline ,Wholesale,AXW291,STK-113,8,323.4,2587.2,1320,1267.1999999999998,beta,CZ,0,15,2016-04,2016-15
SO - 0006625,2016-05-26,2016,5,26,Uriel Group,Distributor,NXH382,STK-153,7,452.48,3167.36,1568,1599.36,beta,BX,0,21,2016-05,2016-21
SO - 0006626,2016-05-13,2016,5,13,ETUDE Ltd,Wholesale,GUT930,STK-132,8,311.06,2488.48,1208,1280.48,beta,CY,0,19,2016-05,2016-19
SO - 0006627,2015-07-08,2015,7,8,Dharma Ltd,Wholesale,AXW291,STK-154,5,345.15,1725.75,975,750.75,alpha,CY,0,28,2015-07,2015-28
SO - 0006628,2015-04-06,2015,4,6,Uriel Group,Wholesale,GUT930,STK-136,5,287.98,1439.9,770,669.9000000000001,beta,CY,1,15,2015-04,2015-15
SO - 0006629,2016-03-01,2016,3,1,Pacific Ltd,Distributor,GUT930,STK-126,5,407.62,2038.1,1145,893.0999999999999,beta,CX,0,9,2016-03,2016-09
SO - 0006630,2015-07-19,2015,7,19,E. Ltd,Wholesale,GUT930,STK-102,11,354.32,3897.52,2266,1631.52,beta,CZ,0,29,2015-07,2015-29
SO - 0006631,2015-07-01,2015,7,1,Weimei Corp,Distributor,NXH382,STK-107,12,262.26,3147.12,2232,915.12,beta,CZ,0,27,2015-07,2015-27
SO - 0006632,2015-09-14,2015,9,14,"PEDIFIX, Corp",Export,AXW291,STK-147,8,414.15,3313.2,2008,1305.1999999999998,beta,CY,0,38,2015-09,2015-38
SO - 0006633,2015-07-25,2015,7,25,Eminence Corp,Export,AXW291,STK-151,10,341.7,3417.0,1700,1717.0,alpha,CY,0,30,2015-07,2015-30
SO - 0006634,2015-08-01,2015,8,1,Eminence Corp,Wholesale,AXW291,STK-141,5,301.49999999999994,1507.4999999999998,750,757.4999999999998,alpha,CY,0,31,2015-08,2015-31
SO - 0006635,2015-02-23,2015,2,23,Wuxi Group,Distributor,NXH382,STK-140,6,282.48,1694.8799999999997,792,902.8799999999997,alpha,CY,0,9,2015-02,2015-09
SO - 0006636,2016-05-15,2016,5,15,Select ,Distributor,AXW291,STK-166,7,451.92,3163.44,1883,1280.44,beta,CZ,0,19,2016-05,2016-19
SO - 0006637,2015-01-24,2015,1,24,WakeFern ,Distributor,AXW291,STK-104,6,389.36,2336.16,1488,848.1599999999999,alpha,CZ,0,4,2015-01,2015-04
SO - 0006638,2015-11-21,2015,11,21,Rochester Ltd,Export,FLR025,STK-131,7,580.35,4062.45,1855,2207.4500000000003,beta,BY,0,47,2015-11,2015-47
SO - 0006639,2015-03-11,2015,3,11,ETUDE Ltd,Wholesale,AXW291,STK-164,5,226.8,1134.0,525,609.0,beta,CX,0,11,2015-03,2015-11
SO - 0006640,2015-03-14,2015,3,14,New Ltd,Wholesale,AXW291,STK-135,11,311.75,3429.25,2365,1064.25,beta,CY,0,11,2015-03,2015-11
SO - 0006641,2016-02-27,2016,2,27,Nipro ,Wholesale,AXW291,STK-165,6,145.6,873.5999999999999,546,327.5999999999999,beta,CY,0,8,2016-02,2016-08
SO - 0006642,2015-10-23,2015,10,23,Linde ,Distributor,AXW291,STK-134,7,484.3,3390.0999999999995,2030,1360.0999999999997,beta,BX,0,43,2015-10,2015-43
SO - 0006643,2015-02-07,2015,2,7,Pacific Ltd,Wholesale,AXW291,STK-165,8,145.6,1164.8,728,436.8,beta,CY,0,6,2015-02,2015-06
SO - 0006644,2015-04-30,2015,4,30,Wuxi Group,Distributor,AXW291,STK-114,7,291.43,2040.01,1057,983.01,alpha,CZ,0,18,2015-04,2015-18
SO - 0006645,2015-01-23,2015,1,23,Avon Corp,Export,GUT930,STK-156,8,178.5,1428.0,680,748.0,alpha,CY,0,4,2015-01,2015-04
SO - 0006646,2015-08-25,2015,8,25,Avon Corp,Wholesale,NXH382,STK-121,11,346.48,3811.28,2684,1127.2799999999995,alpha,CY,0,35,2015-08,2015-35
SO - 0006647,2015-12-02,2015,12,2,Nipro ,Wholesale,AXW291,STK-135,9,311.75,2805.75,1935,870.75,beta,CY,0,49,2015-12,2015-49
SO - 0006648,2015-03-23,2015,3,23,Qualitest ,Wholesale,AXW291,STK-155,7,513.08,3591.5600000000004,1778,1813.5600000000004,beta,CX,0,13,2015-03,2015-13
SO - 0006649,2016-02-09,2016,2,9,Capweld ,Distributor,FLR025,STK-130,7,423.7,2965.9,1561,1404.9,beta,CZ,0,6,2016-02,2016-06
SO - 0006650,2015-02-11,2015,2,11,Weimei Corp,Distributor,AXW291,STK-126,9,407.62,3668.58,2061,1607.58,beta,CX,0,7,2015-02,2015-07
SO - 0006651,2016-01-01,2016,1,1,Linde ,Wholesale,GUT930,STK-147,11,414.15,4555.65,2761,1794.6499999999996,beta,CY,1,53,2016-01,2015-53
SO - 0006652,2015-06-19,2015,6,19,Capweld ,Distributor,AXW291,STK-124,8,139.87,1118.96,568,550.96,beta,CZ,0,25,2015-06,2015-25
SO - 0006653,2015-10-24,2015,10,24,Uriel Group,Export,AXW291,STK-155,10,513.08,5130.8,2540,2590.8,beta,CX,0,43,2015-10,2015-43
SO - 0006654,2015-02-13,2015,2,13,AuroMedics Corp,Distributor,GUT930,STK-143,10,111.24,1112.4,540,572.4000000000001,gamma,CX,0,7,2015-02,2015-07
SO - 0006655,2016-01-17,2016,1,17,E. Ltd,Wholesale,AXW291,STK-119,8,411.09,3288.7200000000003,1704,1584.7200000000005,beta,CY,0,2,2016-01,2016-02
SO - 0006656,2015-07-05,2015,7,5,Nipro ,Wholesale,AXW291,STK-153,8,452.48,3619.84,1792,1827.84,beta,BX,0,27,2015-07,2015-27
SO - 0006657,2015-07-02,2015,7,2,Eminence Corp,Wholesale,GUT930,STK-106,5,206.55,1032.75,675,357.75,alpha,CY,0,27,2015-07,2015-27
SO - 0006658,2015-06-22,2015,6,22,Niconovum Corp,Wholesale,AXW291,STK-112,7,643.5,4504.5,2002,2502.5,alpha,AX,0,26,2015-06,2015-26
SO - 0006659,2015-08-11,2015,8,11,O.E. Ltd,Distributor,GUT930,STK-133,8,271.56,2172.48,1488,684.48,beta,CY,0,33,2015-08,2015-33
SO - 0006660,2015-04-23,2015,4,23,Pure Group,Wholesale,GUT930,STK-158,5,143.1,715.5,450,265.5,beta,CX,0,17,2015-04,2015-17
SO - 0006661,2015-01-16,2015,1,16,"Exact-Rx, Corp",Wholesale,AXW291,STK-112,6,643.5,3861.0,1716,2145.0,beta,AX,0,3,2015-01,2015-03
SO - 0006662,2015-12-05,2015,12,5,Burt's Corp,Distributor,AXW291,STK-126,8,407.62,3260.96,1832,1428.96,beta,CX,0,49,2015-12,2015-49
SO - 0006663,2015-11-25,2015,11,25,"Apotheca, Ltd",Distributor,FLR025,STK-157,11,444.02,4884.219999999999,3278,1606.2199999999991,beta,CZ,0,48,2015-11,2015-48
SO - 0006664,2015-10-18,2015,10,18,Pure Group,Wholesale,GUT930,STK-116,6,182.04,1092.24,492,600.24,beta,CZ,0,42,2015-10,2015-42
SO - 0006665,2015-10-30,2015,10,30,Llorens Ltd,Wholesale,NXH382,STK-101,6,417.45,2504.7,1518,986.6999999999998,gamma,CX,0,44,2015-10,2015-44
SO - 0006666,2016-02-09,2016,2,9,New Ltd,Wholesale,GUT930,STK-103,8,235.17,1881.36,936,945.36,beta,CY,0,6,2016-02,2016-06
SO - 0006667,2015-07-13,2015,7,13,Ohio ,Distributor,GUT930,STK-128,10,543.4,5434.0,2600,2834.0,beta,BZ,0,29,2015-07,2015-29
SO - 0006668,2015-04-11,2015,4,11,Avon Corp,Distributor,GUT930,STK-166,6,451.92,2711.52,1614,1097.52,alpha,CZ,0,15,2015-04,2015-15
